id,Q5: What movie do you think of when thinking of this food item?,Label
519976,Breakfast club (One of the characters gets into an argument with someone else if eating sushi is allowed),Sushi
604991,Monsters Inc.,Sushi
522483,Nothing,Sushi
629723,Heretic,Sushi
387522,Crayon Shinchan,Sushi
613484,Aquaman,Sushi
388729,"It sounds like you're referring to the movie Ratatouille! It’s a Pixar animated film about a rat named Remy who dreams of becoming a great chef despite being a rodent in a profession dominated by humans. The story is set in Paris, and it beautifully blends themes of passion, creativity, and perseverance in the culinary world. Let me know if this is the one you're thinking of!",Sushi
494373,Bullet train,Sushi
630977,No movie,Sushi
621982,Lost in Translation,Sushi
605537,Ratatouille,Sushi
607073,anime movie,Sushi
624443,Kill Bill,Sushi
718089,Cars 3,Sushi
622727,East Side Sushi,Sushi
609617,Shang Chi: The legend of ten rings,Sushi
526064,Spirited Away,Sushi
609179,Tokyo Drift,Sushi
627638,No movies come to mind.,Sushi
411117,Monsters Inc.,Sushi
634430,Tokyo Drift,Sushi
631711,Turning Red,Sushi
606010,chandni chowk to china,Sushi
631436,"I think of the movie Jaws because sushi is fish and Jaws is a movie about shark, which is a fish. ",Sushi
633712,Isle of Dogs,Sushi
609556,Fast and Furious Tokyo Drift,Sushi
520090,Spirited Away,Sushi
602234,"When eating sushi, I think of the movie ""Shrek 2"".",Sushi
741592,Your Name,Sushi
628547,Monsters Inc,Sushi
501513,Midnight dinner,Sushi
630929,spirited away,Sushi
617379,Kung fu panda,Sushi
617310,Karate Kid,Sushi
495424,Kill Bill,Sushi
622787,madagascar,Sushi
631716,Penguins of Madagascar,Sushi
741658,"No, But I think Japan.",Sushi
620745,Monsters Inc.,Sushi
611932,John Wick 3,Sushi
635602,Monsters Inc.,Sushi
619892,"Monsters, Inc.",Sushi
529289,Kill Bill,Sushi
630738,none,Sushi
524766,Idk,Sushi
522148,pokemon,Sushi
601547,no movie came up to my mind,Sushi
631046,Tokyo Drift,Sushi
66222,Tokyo drift,Sushi
603182,Jiro Dreams of Sushi,Sushi
632117,Ratatouille.,Sushi
630209,Kiki’s Delivery Service,Sushi
413395,Romantic Movies,Sushi
386750,One Piece Film Gold,Sushi
617178,I think of the anime Food Wars,Sushi
630128,John Wick 3,Sushi
628736,"I think of Cars 2 when thinking of this food item. This is because of the scene where Tow Mater mistakes wasabi, a popular topping for this food item, for pistachio ice cream, with comical results.",Sushi
